pair_age,init_market_cap,scams,funding_time,owner,source,status,verified,end_date,name,holders,tax,ticker,ape_score,spoofed,liquidity,lock,market_cap,previous,contract_age,sell,airdrops,result,ath,whales,red_flags,time_of_day,worth,snipers,buy,fresh,max_transmit,honeypot,safu_score,wallet,sticker,amount
3 hrs 30 mins,"$28,133 | 1X",20 out of 71,46 days ago,RENOUNCED (28),Binance,Below 50K 🟩🟨🟥,0x3a7d825f932612b512232798103c9dcaf6c84205,04:39:50:436,Bill Cipher Buy! 🐋🐋🐋,171 (131.8 ETH),0/0,🪙 #BILL,🟢 23%,1 own 0.4%,4.1,99% | 91 days | Unicrypt,36977,(1) BearBrick,3 hrs 51 mins,(560) 302 - $191.8k,1,-30.5133,"$547,090",2 own 0.9%,,03:27:19,"$8,858",3 own 2.7%,(721) 451 - $197.5k,4 own 1%,,🟢 (false) - 146/146,95% out of 115,"0xDB9...2E ($13,678)",,$371
0 mins,,114 out of 115,16 days ago,0x0b8...B4  (15),0x6BA...86,Below 10K 🟩🟩🟩,0x926795263e341d3ab1e186cf03e6ab9b305bf93c,04:41:01:395,TOMMY2.0 Buy! 🐋🐋🐋🐋,,0/0,🪙 #TOMMY2.0,🟢 26%,,2,Unknown Lock,3965,(3) DUMMY,37 mins,(0) 0 - $0,1,112.2973,"$76,838",,,04:34:08,$0,,(1) 1 - $310.6,,,🟢 (false) - 1/1,15% out of 13,"0x090...34 ($16,246)",,"$1,017"
6 mins,"$47,879 | 1X",1.2k out of 1.4k,43 mins ago,UNKNOWN (3),Binance,Below 50K 🟩🟨🟥,0x9282284950defb68a999e922cb9916bcc442bd02,04:41:25:717,FuckAzuki Buy! 🐋🐋🐋🐋,50 (40.4 ETH),0/0,🪙 #FKAZUKI,🟢🟢 52%,1 own 0.2%,8.9,Unknown Lock,48417,,7 mins,(9) 7 - $14.3k,,100.0930,,0 own 0%,,04:38:38,$990,18 own 47.5%,(64) 58 - $25.3k,31 own 58.4%,,🟢 (false) - 49/49,75% out of 4,"0x9d2...9a ($15,882)",,"$1,849"
9 mins,"$47,879 | 1X",1.2k out of 1.4k,47 mins ago,UNKNOWN (4),Binance,Below 100K 🟥🟥🟥,0x9282284950defb68a999e922cb9916bcc442bd02,04:44:25:269,FuckAzuki Buy! 🐋🐋,66 (14.2 ETH),0/0,🪙 #FKAZUKI,🟢 34%,0 own 0%,9.8,Unknown Lock,58706,,10 mins,(20) 16 - $70.4k,,145.1362,,0 own 0%,,04:42:26,$983,17 own 46.7%,(98) 83 - $83.1k,35 own 59.2%,,🟢 (false) - 66/66,100% out of 5,"0x5e2...24 ($7,795)",,"$1,849"
6 hrs 2 mins,"$4,633 | 2X",96 out of 201,6 hrs ago,RENOUNCED (11),Binance,Below 50K 🟩🟨🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,04:45:13:750,BOB 2.0 Buy! 🐋,247 (349.2 ETH),0/0,🪙 #BOB2.0,🟢 15%,1 own 0.4%,2.4,98% | 63 days | Unicrypt,10702,,6 hrs 20 mins,(1045) 611 - $559.4k,1,-32.0260,,3 own 3.2%,,04:13:43,$0,0 own 0%,(1340) 845 - $562k,5 own 0.7%,,🟢 (false) - 233/233,100% out of 22,"0x6cb...e5 ($3,063)",,$185
9 mins,,1.1k out of 2k,5 days ago,0x976...E6  (4),Kucoin,Below 50K 🟩🟨🟥,0x27c51446ddfa1db1f7ff607fede687a39542fc76,04:47:37:319,Bitcoin 2.0 Buy! 🐋,38 (31.3 ETH),0/5,🪙 #BTC 2.0,🟢 16%,0 own 0%,3.9,Unknown Lock,16458,,32 mins,(12) 6 - $1.8k,1,-33.7644,,0 own 0%,,04:17:34,"$6,388",20 own 29.5%,(43) 43 - $5.3k,0 own 0%,2% | 0.19 eth,🟢 (false) - 36/36,40% out of 43,"0xcdD...Fe ($3,314)",,$203
0 mins,,1.1k out of 1.4k,611 days ago,0x3bA...93  (158),Binance,Below 10K 🟩🟩🟩,0xcd35bdfa11588df54a5cca4105e3a24a3264d540,04:48:13:356,Tsuzuki 2.0 Buy! 🐋🐋🐋,,2/7.5,🪙 #TZK2,🟢 29%,,1,Unknown Lock,1926,(9) PandaStake,9 mins,(0) 0 - $0,1,178.6243,"$12,384,162",,,04:47:20,$191,,(0) 0 - $0,,,🟢 (false) -,80% out of 241,"0xb73...EC ($13,037)",,$184
1 hrs 6 mins,"$2,021 | 9X",0 out of 3,1 hrs ago,RENOUNCED (16),0xBC2...4C,Below 50K 🟩🟨🟥,0x70940ce3a6fe4e528b9fcaf423090c5cb66063ca,04:48:26:775,WSB 2.0 Buy! 🐋,49 (41.0 ETH),1/1.8,🪙 #WSB2.0,🟢 30%,0 own 0%,3.2,99% | 32 days | Unicrypt,19633,,1 hrs 23 mins,(34) 20 - $2.8k,,102.8428,,1 own 0%,,04:40:35,$546,1 own 0.3%,(84) 65 - $6.8k,2 own 3%,,🟢 (false) - 45/45,100% out of 9,"0xF84...3C ($3,726)",,$184
1 days 18 hrs,"$26,824 | 8X",0 out of 0 Unique,2 days ago,RENOUNCED (89),Coinbase,,0x6ad9a31f02f1e790ff85584ea3c3d0001e45cd64,05:00:49:432,Ethane Buy! 🐋🐋,245 (113.2 ETH),3/3,,🟢 32%,0 own 0%,15.8,74% | 85 days | Unicrypt,233550,(2) Ethane,1 days 18 hrs,(221) 160 - $99.4k,9,-30.4605,"$9,566",1 own 1.9%,,18:23:37,"$2,812",3 own 4.2%,,5 own 6.5%,,🟢 (false) - 192/193,100% out of 3,"0xA4d...16 ($7,098)",🪙 #C2H6,$943
26 mins,,187 out of 344,54 mins ago,RENOUNCED (7),Binance,Below 50K 🟩🟨🟥,0xd0f0f64b5b5ad53ed189386ac081bad5d03ce255,05:10:26:172,Flash Buy! 🐋,10 (6.7 ETH),0/0,🪙 #Flash,🟢 16%,0 own 0%,4.5,Unknown Lock,17869,,40 mins,(2) 2 - $612.9,400,-42.2389,,0 own 0%,,05:07:56,"$3,156",0 own 0%,(12) 12 - $3.3k,0 own 0%,,🟢 (false) - 8/8,100% out of 11,"0xF65...bD ($4,151)",,"$1,849"
23 hrs 13 mins,"$7,033 | 1X",0 out of 2,23 hrs ago,0xd38...c6  (16),Binance,Below 10K 🟩🟩🟩,0x0d0c1c95d8ac71537ea8a7df7f416bea071fa4eb,05:10:48:907,ELON52 Buy! 🐋,47 (32.6 ETH),1/1.4,🪙 #ELON52,🟢 26%,0 own 0%,1.9,99% | 33 days | Unicrypt,7564,,23 hrs 52 mins,(175) 90 - $21.1k,3,-32.0556,,0 own 0%,,05:03:55,"$1,193",0 own 0%,(178) 121 - $22.8k,3 own 5%,2% | 0.09 eth,🟢 (false) - 40/40,100% out of 4,"0x6cc...b3 ($3,073)",,$129
11 days 18 hrs,"$74,102 | 0X",6 out of 28,70 days ago,RENOUNCED (85),01121994.eth,Below 50K 🟩🟨🟥,0xdd336b48514f683181f91734f2ecbabdfd674ff2,05:13:38:321,42 Buy! 🐋🐋,72 (110.2 ETH),0/0,🪙 #42,🟢 19%,1 own 0.1%,6.4,99% | 108 days | Pinksale,16307,,15 days 3 hrs,(13) 11 - $8.2k,2,105.6864,,1 own 1.3%,,05:07:35,$20,0 own 0%,(26) 24 - $10.9k,1 own 0.1%,,🟢 (false) - 59/59,90% out of 115,"0x6Ec...Cc ($9,812)",,$369
0 mins,,1.1k out of 1.4k,19 mins ago,0x807...f1  (3),Kucoin,Below 10K 🟩🟩🟩,0xad2662a3bb6013eb77ebe86f4f90ded5fa4a34be,05:18:49:208,Pepe Classic Buy! 🐋🐋🐋,9 (3.3 ETH),0/24.6,🪙 #PEPEc,🟢 27%,0 own 0%,2.3,Unknown Lock,5085,,16 mins,(0) 0 - $0,,106.6084,,0 own 0%,,05:16:06,"$1,630",2 own 1.3%,(10) 10 - $647.5,1 own 1.4%,2% | 0.06 eth,🟢 (false) - 9/9,58% out of 24,"0x4A1...fC ($14,621)",,"$1,150"
5 hrs 3 mins,"$28,133 | 0X",20 out of 72,46 days ago,RENOUNCED (28),Binance,Below 50K 🟩🟨🟥,0x3a7d825f932612b512232798103c9dcaf6c84205,05:20:48:979,Bill Cipher Buy! 🐋🐋🐋,137 (208.0 ETH),0/0,🪙 #BILL,🟢 23%,1 own 0.4%,2.6,99% | 91 days | Unicrypt,14493,(1) BearBrick,5 hrs 24 mins,(624) 338 - $202.5k,1,-31.7863,"$547,090",3 own 1.3%,,05:00:24,"$8,813",2 own 2.5%,(756) 461 - $205.4k,4 own 1%,,🟢 (false) - 119/119,95% out of 115,"0xDB9...2E ($13,884)",,$184
1 hrs 44 mins,"$11,591 | 1X",1.1k out of 2k,1 hrs ago,RENOUNCED (9),FixedFloat,Below 50K 🟩🟨🟥,0x3bcbf5666ba7c709da5d5acd999a7c1635238de8,05:24:14:502,RFD 2.0 Buy! 🐋🐋🐋🐋,101 (154.0 ETH),0/0,🪙 #RFD2.0,🟢 19%,1 own 0.7%,3.2,100% | BURNT,13281,,1 hrs 50 mins,(344) 233 - $81.5k,1,-31.5215,,1 own 0.7%,,00:23:24,"$10,244",11 own 11.4%,(399) 327 - $84.1k,3 own 0.8%,,🟢 (false) - 91/91,90% out of 187,"ucanfollowme.eth ($18,980)",,$371
21 hrs 24 mins,"$29,114 | 5X",186 out of 337,21 hrs ago,RENOUNCED (36),Kucoin,,0x15a5343e60affb7f711e5ed4d24c714e62a30ff6,05:26:37:051,Pokemon Buy! 🐳🐳🐳🐳🐳🐳🐳🐳🐳,298 (138.3 ETH),0/0,,🟢 34%,1 own 0.2%,13.5,100% | 369 days | Pinksale,149871,,21 hrs 25 mins,(939) 390 - $798.8k,1015,100.5377,,2 own 2.5%,,00:28:30,$329,0 own 0%,,18 own 18.5%,,🟢 (false) - 299/299,100% out of 49,"0x857...da ($44,361)",🪙 #Pokemon,"$1,858"
0 mins,,317 out of 498,31 mins ago,0x57a...Ae  (4),Binance,Below 10K 🟩🟩🟩,0x14eb1b710203431c2c17ca5bfb718d15855e571a,05:27:01:760,PANIK KALM Buy! 🐋🐋,,0/4,🪙 #PANIK,🟢 30%,,1.8,Unknown Lock,7457,,17 mins,(0) 0 - $0,1,-38.2181,,,,05:26:24,$759,,(0) 0 - $0,,1% | 0.04 eth,🟢 (false) -,83% out of 30,"0x794...Ea ($9,082)",,$78
6 mins,"$5,085 | 3X",1.1k out of 1.4k,24 mins ago,0x807...f1  (3),Kucoin,Below 50K 🟩🟨🟥,0xad2662a3bb6013eb77ebe86f4f90ded5fa4a34be,05:27:14:062,Pepe Classic Buy! 🐋,40 (30.2 ETH),0/26.1,🪙 #PEPEc,🟢 8%,0 own 0%,4.6,Unknown Lock,19797,,21 mins,(7) 4 - $1.2k,,-30.8718,,0 own 0%,,05:21:09,"$1,882",1 own 0.4%,(46) 45 - $6.1k,4 own 4.6%,2% | 0.21 eth,🟢 (false) - 38/38,96% out of 25,"0xD28...7D ($3,172)",,$92
0 mins,"$3,965 | 3X",114 out of 115,16 days ago,0x0b8...B4  (15),0x6BA...86,Below 50K 🟩🟨🟥,0x926795263e341d3ab1e186cf03e6ab9b305bf93c,05:30:37:058,TOMMY2.0 Buy! 🐋🐋🐋,,0/0,🪙 #TOMMY2.0,🟢 26%,,3.8,Unknown Lock,14397,(3) DUMMY,1 hrs 22 mins,(4) 2 - $1.3k,1,-37.3544,"$76,838",,,05:19:24,$0,,(17) 15 - $5k,,,🟢 (false) - 12/13,17% out of 6,"0xf0b...aB ($11,858)",,$758
14 mins,"$5,085 | 9X",1.1k out of 1.4k,32 mins ago,RENOUNCED (9),Kucoin,Below 50K 🟩🟨🟥,0xad2662a3bb6013eb77ebe86f4f90ded5fa4a34be,05:32:37:736,Pepe Classic Buy! 🐋🐋,60 (53.7 ETH),0/0,🪙 #PEPEc,🟢 12%,0 own 0%,7.1,99% | BURNT,46069,,30 mins,(30) 17 - $10.6k,,-30.3814,,0 own 0%,,05:29:44,"$2,317",0 own 0%,(79) 69 - $20.1k,4 own 4.6%,,🟢 (false) - 51/51,88% out of 26,"0x302...41 ($8,868)",,$369
17 mins,"$5,085 | 16X",1.1k out of 1.4k,35 mins ago,RENOUNCED (9),Kucoin,Below 100K 🟥🟥🟥,0xad2662a3bb6013eb77ebe86f4f90ded5fa4a34be,05:35:25:302,Pepe Classic Buy! 🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳,72 (107.4 ETH),0/0,🪙 #PEPEc,🟢 6%,0 own 0%,9.7,99% | BURNT,85629,,33 mins,(32) 18 - $11.3k,,-30.2692,,1 own 3.5%,,05:33:02,"$2,317",1 own 0.6%,(98) 82 - $25.5k,4 own 4.6%,,🟢 (false) - 61/61,100% out of 5,"0xdEb...DE ($49,457)",,$924
12 days 9 hrs,"$28,078 | 13X",53 out of 80,12 days ago,RENOUNCED (33),Binance,,0x285db79fa7e0e89e822786f48a7c98c6c1dc1c7d,05:36:01:321,Magic Internet Cash Buy! 🐋,293 (222.4 ETH),0/0,,🟢🟢🟢 72%,8 own 0.7%,16.8,97% | 67 days | Unicrypt,381587,,12 days 9 hrs,(63) 43 - $37.4k,2,-33.8551,,2 own 3.1%,,02:00:17,"$3,599",0 own 0%,,9 own 1.9%,,🟢 (false) - 408/410,100% out of 4,"0x51e...69 ($4,312)",🪙 #MIC,$390
31 mins,,20 out of 73,56 mins ago,RENOUNCED (9),Mexc,Below 10K 🟩🟩🟩,0xc9c0c78fe639699b025f510ee9ebc65864039902,05:40:01:828,LUNA2.0 Buy! 🐋,35 (11.7 ETH),0/0,🪙 #LUNA2.0,🟢 29%,0 own 0%,1.8,99% | 29 days | Pinksale,7230,,53 mins,(88) 49 - $13.2k,1,102.8501,,1 own 0%,,05:32:29,"$2,489",0 own 0%,(132) 77 - $14.6k,0 own 0%,,🟢 (false) - 27/27,100% out of 58,"0x85E...65 ($3,648)",,$184
39 mins,"$7,230 | 0X",20 out of 73,1 hrs ago,RENOUNCED (9),Mexc,Below 10K 🟩🟩🟩,0xc9c0c78fe639699b025f510ee9ebc65864039902,05:44:01:357,LUNA2.0 Buy! 🐋,27 (8.4 ETH),0/0,🪙 #LUNA2.0,🟢 29%,0 own 0%,1.3,99% | 29 days | Pinksale,3973,,1 hrs 1 mins,(99) 58 - $14.5k,1,100.7047,,1 own 0%,,05:40:12,"$2,490",0 own 0%,(136) 80 - $15.1k,0 own 0%,,🟢 (false) - 21/21,100% out of 59,"0x85E...65 ($3,664)",,$184
0 mins,,309 out of 376,87 days ago,0x6cF...26  (4),Binance,Below 10K 🟩🟩🟩,0xd688324129db4485696a43514aef44c0b73f0a31,05:51:36:915,doge Classic Buy! 🐋🐋🐋,19 (59.9 ETH),40/43.8,🪙 #dogeC,🟢 27%,0 own 0%,1.8,Unknown Lock,5737,,2 mins,(0) 0 - $0,,-37.7598,,0 own 0%,,05:51:26,$867,19 own 22.6%,(22) 22 - $1.4k,0 own 0%,2% | 0.06 eth,🟢 (false) - 19/19,60% out of 25,"0x4A1...fC ($13,972)",,"$1,315"
27 mins,"$5,085 | 28X",1.1k out of 1.4k,45 mins ago,RENOUNCED (10),Kucoin,,0xad2662a3bb6013eb77ebe86f4f90ded5fa4a34be,05:52:04:214,Pepe Classic Buy! 🐋,89 (154.5 ETH),0/0,,🟢 9%,0 own 0%,12.6,99% | BURNT,144702,,43 mins,(51) 30 - $16.5k,,103.8595,,1 own 3.5%,,05:42:25,"$1,393",1 own 0.6%,,4 own 4.6%,,🟢 (false) - 77/77,92% out of 38,"0xdFe...Fd ($3,212)",🪙 #PEPEc,$92
25 mins,"$7,457 | 1X",317 out of 498,56 mins ago,RENOUNCED (12),Binance,Below 50K 🟩🟨🟥,0x14eb1b710203431c2c17ca5bfb718d15855e571a,06:14:01:439,PANIK KALM Buy! 🐋,77 (80.2 ETH),0/0,🪙 #PANIK,🟢 9%,0 own 0%,2.2,98% | 30 days | Unicrypt,10769,,42 mins,(80) 44 - $9.7k,4,104.0086,,0 own 0%,,05:51:23,"$2,872",22 own 19.6%,(136) 116 - $11.8k,1 own 0.5%,,🟢 (false) - 74/74,92% out of 38,"0xdFe...Fd ($3,206)",,$92
50 mins,"$5,085 | 10X",1.1k out of 1.4k,1 hrs ago,RENOUNCED (11),Kucoin,Below 100K 🟥🟥🟥,0xad2662a3bb6013eb77ebe86f4f90ded5fa4a34be,06:15:36:775,Pepe Classic Buy! 🐋,76 (119.6 ETH),0/0,🪙 #PEPEc,🟢 9%,0 own 0%,7.7,99% | BURNT,53409,,1 hrs 6 mins,(85) 56 - $33.6k,,-30.8851,,1 own 3.5%,,06:05:27,"$1,311",0 own 0%,(156) 121 - $44.1k,3 own 4.2%,,🟢 (false) - 64/64,96% out of 26,"0xD28...7D ($3,404)",,$92
19 mins,,20 out of 74,57 mins ago,RENOUNCED (9),Binance,Below 50K 🟩🟨🟥,0x05443131be4c67f2a6355e3caeccaf135e0b43de,06:26:49:854,Bird Coin Buy! 🐋🐋,75 (100.4 ETH),0/0,🪙 $BIRD,🟢 14%,0 own 0%,2.9,98% | 29 days | Unicrypt,19971,,50 mins,(54) 29 - $23.5k,1,-32.9102,,1 own 1.9%,,06:20:00,"$4,127",2 own 3.1%,(108) 102 - $27.1k,0 own 0%,,🟢 (false) - 72/72,100% out of 17,"0x896...FD ($6,488)",,$92
1 hrs 18 mins,"$5,085 | 10X",1.1k out of 1.4k,1 hrs ago,RENOUNCED (15),Kucoin,Below 100K 🟥🟥🟥,0xad2662a3bb6013eb77ebe86f4f90ded5fa4a34be,06:42:37:252,Pepe Classic Buy! 🐋,87 (40.3 ETH),0/0,🪙 #PEPEc,🟢 9%,0 own 0%,7.7,99% | BURNT,53979,,1 hrs 34 mins,(98) 63 - $40.7k,,-30.5405,,0 own 0%,,06:33:51,$240,0 own 0%,(188) 140 - $51.3k,3 own 4.2%,,🟢 (false) - 75/75,96% out of 26,"0xD28...7D ($3,365)",,$92
4 days 13 hrs,"$15,241 | 3X",184 out of 336,4 days ago,RENOUNCED (30),Kucoin,Below 50K 🟩🟨🟥,0x20c28c0f23729849ee7d814816d8ee173fa48ab2,06:48:50:415,SONIC Buy! 🐋🐋🐋,296 (116.2 ETH),0/0,🪙 #SONIC,🟢 18%,1 own 0.3%,9.8,100% | 364 days | Pinksale,49923,,4 days 13 hrs,(229) 152 - $89.5k,412,-30.0944,,1 own 0.3%,,19:07:02,$0,0 own 0%,(257) 135 - $82.5k,15 own 2%,,🟢 (false) - 294/299,100% out of 47,"0xBFf...06 ($10,785)",,"$1,698"
54 days 13 hrs,"$3,831 | 2X",185 out of 297,54 days ago,RENOUNCED (39),Binance,Below 50K 🟩🟨🟥,0x67cd8a53b3491fe1b33330e9f15efcf98faa0e13,06:51:01:077,Pepe Classic Buy! 🐋🐋🐋🐋🐋🐋,360 (212.1 ETH),0/0,🪙 #PEPEC,🟢 34%,1 own 0.3%,2.9,99% | BURNT,11234,,54 days 22 hrs,(0) 0 - $0,6,-36.1266,,2 own 0.9%,,06:48:07,$620,4 own 0.1%,(1) 1 - $92.9,9 own 0.8%,,🟢 (false) - 505/506,95% out of 21,"0xA9e...07 ($25,104)",,$926
1 hrs 14 mins,"$18,182 | 3X",20 out of 75,1 hrs ago,RENOUNCED (13),Binance,Below 100K 🟥🟥🟥,0x05443131be4c67f2a6355e3caeccaf135e0b43de,07:25:48:367,Bird Coin Buy! 🐋🐋🐋,160 (147.8 ETH),0/0,🪙 $BIRD,🟢 15%,0 own 0%,5.6,98% | 29 days | Unicrypt,70848,,1 hrs 44 mins,(184) 118 - $64k,2,105.1257,,2 own 3%,,07:14:27,"$4,836",0 own 0%,(304) 254 - $72.6k,0 own 0%,,🟢 (false) - 135/135,100% out of 9,"0x133...D4 ($10,410)",,$101
6 hrs 42 mins,"$8,709 | 14X",0 out of 0 Unique,7 hrs ago,RENOUNCED (16),Binance,,0x0e92c90867bf82ebbe66ae0352a4c6d876fb5398,07:26:25:235,Pepe 3.0 Buy! 🐋,201 (117.7 ETH),1/0.5,,🟢🟢 40%,8 own 8.8%,8,98% | 366 days | Unicrypt,126031,(1) (https,6 hrs 53 mins,(339) 152 - $86.2k,2,-30.0962,$0,1 own 1.9%,,06:34:20,$467,2 own 2.5%,,7 own 9.3%,3% | 2.76 eth,🟢 (false) - 163/163,92% out of 13,"0xCBa...0d ($3,470)",🪙 #PEPE3.0,$370
8 mins,,15 out of 115,29 mins ago,RENOUNCED (10),Binance,Below 10K 🟩🟩🟩,0x654214fdefc2664ad9b18513f973dd0b2b451bbb,07:29:25:546,Diviner Protocol Buy! 🐋🐋🐋,12 (4.7 ETH),2/1.8,🪙 #DIVINER,🟢 30%,0 own 0%,1,98% | 26 days | Unicrypt,3778,,14 mins,(1) 1 - $27.5,2,-44.0473,,0 own 0%,,07:29:22,$48,0 own 0%,(10) 10 - $599.6,0 own 0%,,🟢 (false) - 8/8,80% out of 244,"0xb73...EC ($13,081)",,$92
8 mins,"$3,778 | 1X",15 out of 115,29 mins ago,RENOUNCED (10),Binance,Below 10K 🟩🟩🟩,0x654214fdefc2664ad9b18513f973dd0b2b451bbb,07:29:49:165,Diviner Protocol Buy! 🐋🐋🐋,14 (6.1 ETH),2/1.9,🪙 #DIVINER,🟢 30%,0 own 0%,1.3,98% | 26 days | Unicrypt,6752,,14 mins,(2) 2 - $578.6,2,-33.3480,,1 own 0%,,07:29:37,$48,0 own 0%,(13) 13 - $1.8k,0 own 0%,,🟢 (false) - 9/9,80% out of 244,"0xb73...EC ($13,063)",,$92
8 mins,"$3,778 | 1X",15 out of 115,29 mins ago,RENOUNCED (10),Binance,Below 10K 🟩🟩🟩,0x654214fdefc2664ad9b18513f973dd0b2b451bbb,07:30:25:469,Diviner Protocol Buy! 🐋🐋🐋,14 (6.0 ETH),2/1.9,🪙 #DIVINER,🟢 30%,0 own 0%,1.4,98% | 26 days | Unicrypt,7194,,14 mins,(3) 2 - $1.3k,2,-32.8366,,1 own 0%,,07:30:00,$48,0 own 0%,(15) 13 - $2.6k,0 own 0%,,🟢 (false) - 11/11,80% out of 244,"0xb73...EC ($13,045)",,$92
21 hrs 52 mins,"$27,155 | 4X",210 out of 307,22 hrs ago,RENOUNCED (14),Kucoin,,0x38f9bc6e04f85cb1a6b2eea40cf4e17453c18eec,07:31:26:601,🅰️ Buy! 🐋🐋,61 (18.2 ETH),0/0,,🟢🟢 54%,0 own 0%,7,99% | 29 days | Unicrypt,109909,,22 hrs 5 mins,(149) 101 - $596.4k,1,-40.4781,,0 own 0%,,22:40:49,$0,1 own 3.2%,,6 own 3.7%,,🟢 (false) - 48/48,100% out of 23,"0xEE1...3c ($5,266)",🪙 #🅰️,"$1,868"
9 mins,"$3,778 | 4X",15 out of 115,30 mins ago,RENOUNCED (10),Binance,Below 50K 🟩🟨🟥,0x654214fdefc2664ad9b18513f973dd0b2b451bbb,07:33:15:029,Diviner Protocol Buy! 🐋🐋🐋,17 (11.8 ETH),2/9.7,🪙 #DIVINER,🟢 30%,0 own 0%,2,98% | 26 days | Unicrypt,15510,,15 mins,(6) 3 - $3.1k,2,139.1733,,1 own 0%,,07:30:25,$48,0 own 0%,(24) 17 - $5.4k,0 own 0%,,🟢 (false) - 14/14,80% out of 244,"0xb73...EC ($12,991)",,$370
1 hrs 36 mins,"$18,182 | 2X",20 out of 75,2 hrs ago,RENOUNCED (13),Binance,Below 50K 🟩🟨🟥,0x05443131be4c67f2a6355e3caeccaf135e0b43de,07:41:37:074,Bird Coin Buy! 🐋🐋,145 (182.0 ETH),0/0,🪙 $BIRD,🟢 38%,0 own 0%,4.1,98% | 29 days | Unicrypt,36367,,2 hrs 7 mins,(303) 184 - $112.2k,2,-32.3431,,1 own 1.2%,,07:37:06,"$4,837",0 own 0%,(426) 308 - $118k,1 own 0.9%,,🟢 (false) - 121/121,93% out of 15,"halfshibainu.eth ($6,092)",,$148
0 mins,,5 out of 5,8 mins ago,RENOUNCED (4),0xc2d...7F,Below 50K 🟩🟨🟥,0x8ca0c4fd197b3a46d9260d048524708b6740172c,07:44:24:532,WELEAD Buy! 🐋,,0/0,🪙 #WELEAD,🟢 21%,,3.3,Unknown Lock,12903,,7 mins,(0) 0 - $0,,1316.2410,,,SUS Contract,04:59:36,$135,,(15) 15 - $3.2k,,,🟢 (false) - 14/14,82% out of 34,"0x4DA...F7 ($3,016)",,$184
7 mins,,95 out of 202,4 hrs ago,RENOUNCED (12),Kucoin,Below 50K 🟩🟨🟥,0x5f20843c01c21a15915651d30243a4569b853ca4,07:47:26:880,BabyDoge 2.0 Buy! 🐋,103 (27.1 ETH),0/6,🪙 #BabyDoge2.0,🟢 10%,0 own 0%,3.2,98% | 29 days | Unicrypt,24249,,1 hrs 59 mins,(64) 31 - $11.2k,1,-32.9786,,0 own 0%,,07:38:51,"$5,344",23 own 18.4%,(137) 132 - $15.3k,1 own 0.2%,,🟢 (false) - 100/100,100% out of 14,"tinoz.eth ($4,004)",,$55
16 mins,"$1,940 | 15X",91 out of 127,1 hrs ago,RENOUNCED (11),Coinbase,Below 50K 🟩🟨🟥,0xb4b3ff72693585e08dbfd5794510cc7448a4f7cf,07:48:24:816,New Pepe Coin Buy! 🐋,74 (49.1 ETH),0/15.3,🪙 #nPEPE,🟢 14%,0 own 0%,4,99% | BURNT,30886,,19 mins,(12) 8 - $4k,,122.7717,,0 own 0%,,07:26:19,"$3,156",28 own 34%,(80) 78 - $9.6k,1 own 1.4%,2% | 0.37 eth,🟢 (false) - 69/69,97% out of 29,"bitcoindeployer.eth ($3,265)",,$185
40 mins,"$1,940 | 5X",91 out of 127,1 hrs ago,RENOUNCED (13),Coinbase,Below 10K 🟩🟩🟩,0xb4b3ff72693585e08dbfd5794510cc7448a4f7cf,07:52:26:150,New Pepe Coin Buy! 🐋🐋,77 (31.5 ETH),0/0,🪙 #nPEPE,🟢 19%,0 own 0%,2.3,99% | BURNT,9751,,43 mins,(69) 55 - $16k,1,-32.1067,,0 own 0%,,07:50:16,"$4,272",18 own 18.3%,(135) 121 - $18.3k,1 own 0.7%,2% | 0.11 eth,🟢 (false) - 70/70,100% out of 14,"0x74F...A1 ($5,566)",,$185
1 hrs 46 mins,"$18,182 | 2X",20 out of 75,2 hrs ago,RENOUNCED (13),Binance,Below 50K 🟩🟨🟥,0x05443131be4c67f2a6355e3caeccaf135e0b43de,07:52:26:181,Bird Coin Buy! 🐋🐋,155 (272.1 ETH),0/0,🪙 $BIRD,🟢 37%,1 own 0.6%,4.4,98% | 29 days | Unicrypt,42098,,2 hrs 17 mins,(333) 197 - $121.7k,2,-32.8523,,2 own 1.8%,,07:46:58,"$4,837",0 own 0%,(466) 332 - $128.2k,3 own 1.8%,,🟢 (false) - 131/131,94% out of 16,"halfshibainu.eth ($5,939)",,$185
24 mins,"$20,739 | 1X",95 out of 202,4 hrs ago,RENOUNCED (13),Kucoin,Below 50K 🟩🟨🟥,0x5f20843c01c21a15915651d30243a4569b853ca4,07:57:01:731,BabyDoge 2.0 Buy! 🐋🐋🐋,127 (124.2 ETH),0/0,🪙 #BabyDoge2.0,🟢 22%,4 own 4.6%,3.3,98% | 29 days | Unicrypt,24952,,2 hrs 16 mins,(152) 88 - $33.1k,2,-32.1465,,1 own 0.8%,,07:55:44,"$6,153",14 own 6.4%,(261) 200 - $37.3k,3 own 1.6%,,🟢 (false) - 114/114,91% out of 55,"0xDF5...12 ($13,779)",,$556
