mcap,liquidity,buy,sell,tax,scams,owner,worth,contract_age,pair_age,funding_time,source,holds,spoofed,snipers,fresh,whales,airdrops,amount,wallet,ape_score,safu_score,result
32745,4.4,(27) 27 - $2.9k,(0) 0 - $0,0/3.9,1.2k out of 2k,0xEdf...b6  (5),"$2,336.00",13 mins,0 mins,15 mins ago,FixedFloat,30 (35.9 ETH),0 own 0%,27 own 32%,1 own 1%,0 own 0%,2.0,$109.00,"0x030...9E ($19,588)",🟢🟢 55%,61% out of 99,-31.0455
14038,2.8,(39) 39 - $2.9k,(0) 0 - $0,24/31.8,106 out of 202,0xF39...A3  (32),$361.00,3 mins,0 mins,504 days ago,Binance,39 (76.1 ETH),0 own 0%,34 own 37.1%,0 own 0%,1 own 2.3%,,$565.00,"⚡⚡⚡⚡⚡⚡zeuscallz⚡⚡⚡⚡⚡⚡.eth ($51,277)",🟢 31%,90% out of 30,101.6394
31260,4.3,(104) 98 - $14.1k,(38) 17 - $8.8k,0/3.8,1.2k out of 2k,0xEdf...b6  (6),"$4,436.00",17 mins,4 mins,19 mins ago,FixedFloat,84 (52.4 ETH),0 own 0%,14 own 16.1%,1 own 1%,0 own 0%,2.0,$546.00,"0x3dF...47 ($3,794)",🟢 28%,100% out of 26,112.3317
18833,3.2,(68) 68 - $7.6k,(10) 5 - $3.5k,24/32.9,106 out of 202,0xF39...A3  (32),"$1,611.00",7 mins,3 mins,504 days ago,Binance,61 (92.5 ETH),0 own 0%,32 own 32.5%,0 own 0%,1 own 2.3%,,$91.00,"0x07b...43 ($10,664)",🟢 37%,84% out of 127,-68.0763
118712,5.7,,(14) 7 - $9.1k,2/29.9,25 out of 30,0x89f...62  (15),"$6,184.00",47 mins,31 mins,9 hrs ago,Binance,80 (112.1 ETH),0 own 0%,13 own 12.3%,4 own 1.3%,2 own 1.3%,8.0,$218.00,"insidddoooooor.eth ($4,546)",🟢 20%,100% out of 13,100.6658
6891,1.6,(6) 6 - $1.2k,(0) 0 - $0,0/0,4 out of 19,RENOUNCED (12),$0.00,36 days 18 hrs,36 days 18 hrs,36 days ago,Binance,24 (16.9 ETH),0 own 0%,1 own 1.4%,0 own 0%,0 own 0%,,$182.00,"0xb88...07 ($5,527)",🟢 19%,83% out of 6,102.9274
430797,28.4,,(600) 410 - $748.5k,0/0,1.2k out of 1.4k,UNKNOWN (8),$207.00,5 hrs 19 mins,5 hrs 18 mins,3 days ago,FixedFloat,252 (392.9 ETH),1 own 0.7%,0 own 0%,4 own 2.5%,3 own 4.2%,,"$1,001.00","0xB95...16 ($3,334)",🟢 24%,92% out of 48,-39.0813
267452,22.9,,(835) 498 - $1.2M,0/0,1.2k out of 1.4k,UNKNOWN (8),$207.00,5 hrs 52 mins,5 hrs 51 mins,3 days ago,FixedFloat,292 (1021.8 ETH),1 own 0.7%,0 own 0%,3 own 2.3%,5 own 5.8%,,$364.00,"0xc05...89 ($4,389)",🟢 11%,95% out of 37,-30.2672
114113,8.0,,(8) 3 - $2.8k,15/33.3,0 out of 0 Unique,0x780...0a  (6),"$4,080.00",35 mins,25 mins,57 mins ago,Coinbase,61 (105.5 ETH),0 own 0%,3 own 2.4%,2 own 0.5%,0 own 0%,1.0,$182.00,"0xA3F...4e ($5,641)",🟢 23%,100% out of 3,-30.6911
52002,9.3,(54) 52 - $21.2k,(4) 2 - $10.7k,0/19.9,0 out of 0 Unique,0xAf9...7e  (4),$753.00,11 mins,1 mins,11 hrs ago,Binance,61 (85.8 ETH),0 own 0%,3 own 31.8%,1 own 2.5%,1 own 2.3%,,$91.00,"0x321...1f ($3,131)",🟢 5%,100% out of 5,-30.5958
34650,4.4,(114) 89 - $14k,(39) 20 - $8.1k,1/16.6,106 out of 202,RENOUNCED (39),"$2,751.00",13 mins,10 mins,504 days ago,Binance,71 (63.8 ETH),0 own 0%,28 own 38.2%,0 own 0%,0 own 0%,,$364.00,"0x1d8...4f ($6,722)",🟢 21%,92% out of 106,104.5963
8020,2.1,(51) 50 - $2.4k,(9) 8 - $612.5,5/4.8,4 out of 6,0xbD1...7C  (11),$858.00,24 mins,18 mins,29 mins ago,Kucoin,45 (204.0 ETH),0 own 0%,1 own 0.3%,0 own 0%,2 own 9.1%,,$91.00,"0x07b...43 ($10,568)",🟢 38%,84% out of 127,101.2125
4275,1.5,(13) 13 - $532.8,(0) 0 - $0,15/29.5,36 out of 39,0xD9E...65  (103),$291.00,13 mins,0 mins,453 days ago,Coinbase,14 (14.4 ETH),0 own 0%,10 own 14.4%,0 own 0%,0 own 0%,,$91.00,"0xd2f...E7 ($7,296)",🟢 38%,74% out of 393,120.6234
24698,5.8,(178) 123 - $101.2k,(116) 77 - $98k,0/0,193 out of 357,RENOUNCED (44),$30.00,8 days 9 hrs,2 hrs 47 mins,8 days ago,Binance,65 (15.9 ETH),0 own 0%,0 own 0%,11 own 20.4%,0 own 0%,27.0,$364.00,"0xF7F...d1 ($11,407)",🟢🟢 41%,91% out of 34,104.2341
62843,6.1,(272) 257 - $42k,(156) 72 - $33.1k,0/3.2,1.2k out of 2k,RENOUNCED (9),"$14,016.00",37 mins,24 mins,39 mins ago,FixedFloat,208 (40.4 ETH),0 own 0%,4 own 4.7%,2 own 1.2%,0 own 0%,2.0,$182.00,"0xfaf...d8 ($68,848)",🟢 18%,100% out of 7,109.4269
11286,2.2,(28) 27 - $2.4k,(4) 4 - $344.5,0/3,208 out of 466,RENOUNCED (10),$773.00,35 mins,32 mins,1 hrs ago,Kucoin,24 (12.5 ETH),0 own 0%,5 own 7.6%,0 own 0%,0 own 0%,1.0,$182.00,"0x302...41 ($8,370)",🟢 12%,88% out of 26,-36.7594
149286,9.5,,(239) 127 - $66.8k,0/0,1.2k out of 2k,RENOUNCED (10),"$13,101.00",56 mins,43 mins,58 mins ago,FixedFloat,251 (63.4 ETH),0 own 0%,4 own 3.9%,2 own 1.2%,0 own 0%,2.0,$91.00,"0xAe6...03 ($3,040)",🟢 10%,90% out of 97,-32.2338
100799,7.8,,(793) 330 - $93.4k,6/5.7,0 out of 0 Unique,RENOUNCED (15),$27.00,14 hrs 17 mins,14 hrs 2 mins,1 days ago,Mexc,183 (29.9 ETH),0 own 0%,2 own 0.6%,3 own 0.9%,0 own 0%,1.0,$528.00,"0x047...cC ($5,802)",🟢 14%,100% out of 20,101.7324
28393,5.8,(479) 329 - $258.5k,(342) 237 - $251.5k,0/0,1.2k out of 1.4k,UNKNOWN (5),$0.00,18 hrs 8 mins,18 hrs 7 mins,18 hrs ago,Binance,102 (247.3 ETH),1 own 0.8%,1 own 2%,2 own 1.9%,3 own 5.9%,,$182.00,"loyalwhale.eth ($3,667)",🟢 34%,90% out of 31,114.3836
52546,5.4,(155) 121 - $27.9k,(55) 30 - $19.8k,1/1,106 out of 202,RENOUNCED (39),"$2,751.00",22 mins,19 mins,504 days ago,Binance,97 (85.3 ETH),0 own 0%,25 own 30.3%,0 own 0%,0 own 0%,,$91.00,"0x61d...D4 ($3,716)",🟢 16%,97% out of 77,101.315
128297,8.9,,(363) 195 - $124.7k,0/0,1.2k out of 2k,RENOUNCED (12),"$13,103.00",1 hrs 19 mins,1 hrs 6 mins,1 hrs ago,FixedFloat,290 (47.5 ETH),1 own 0.3%,3 own 3.1%,7 own 5%,0 own 0%,3.0,$109.00,"0xAe6...03 ($3,040)",🟢 10%,90% out of 98,-30.0662
217143,11.0,,(924) 409 - $340.5k,1/1.3,1 out of 1,RENOUNCED (19),$264.00,17 hrs 7 mins,16 hrs 56 mins,17 hrs ago,Binance,388 (100.4 ETH),9 own 9%,0 own 0%,9 own 7.6%,1 own 1.9%,4.0,"$2,186.00","0x0C9...73 ($15,442)",🟢 37%,100% out of 3,102.7578
43710,8.6,(199) 156 - $48.9k,(88) 38 - $38.8k,0/15.9,0 out of 0 Unique,0xAf9...7e  (7),$724.00,55 mins,45 mins,12 hrs ago,Binance,122 (43.2 ETH),0 own 0%,0 own 0%,2 own 0.7%,0 own 0%,,$91.00,"0x19B...F4 ($4,481)",🟢 28%,100% out of 13,-30.175
2991,1.3,(9) 8 - $383.8,(0) 0 - $0,25/47.4,1.1k out of 1.4k,0xA9a...05  (4),$705.00,13 mins,0 mins,55 mins ago,Kucoin,10 (12.4 ETH),2 own 3%,9 own 12.7%,2 own 3%,0 own 0%,,$109.00,"0x030...9E ($19,423)",🟢🟢 56%,59% out of 101,-33.643
6863,1.8,(22) 19 - $1.4k,(0) 0 - $0,0/0,93 out of 130,0x675...11  (4),"$3,510.00",15 mins,1 mins,1 days ago,0x448...56,25 (72.4 ETH),0 own 0%,8 own 13.6%,1 own 1%,1 own 1.9%,,$109.00,"0x030...9E ($19,334)",🟢🟢 56%,60% out of 102,-68.2371
199367,19.8,,(869) 513 - $1.3M,0/0,1.2k out of 1.4k,UNKNOWN (8),$207.00,5 hrs 57 mins,5 hrs 56 mins,3 days ago,FixedFloat,282 (402.2 ETH),1 own 0.7%,0 own 0%,4 own 2.4%,3 own 4.2%,,$546.00,"0xb46...82 ($4,142)",🟢 7%,100% out of 60,-30.1316
26116,3.6,(108) 79 - $28.1k,(19) 15 - $23.3k,0/0,93 out of 130,0x675...11  (4),"$3,512.00",17 mins,3 mins,1 days ago,0x448...56,68 (112.9 ETH),0 own 0%,6 own 9.7%,4 own 2.9%,0 own 0%,,$182.00,"0x62D...df ($10,898)",🟢🟢 45%,93% out of 44,-38.3206
7324,1.9,(47) 47 - $1.6k,(0) 0 - $0,30/42.3,50 out of 73,0x9DF...9a  (7),$613.00,2 hrs 12 mins,1 mins,2 hrs ago,Binance,44 (62.0 ETH),0 own 0%,27 own 15.4%,0 own 0%,1 own 0.6%,,$109.00,"0x030...9E ($19,213)",🟢🟢 56%,59% out of 103,-52.0039
13598,2.3,(28) 27 - $2.8k,(3) 1 - $384.2,0/5.2,94 out of 307,0x01b...Be  (5),$768.00,8 mins,1 mins,1 days ago,Binance,25 (34.5 ETH),0 own 0%,12 own 21.4%,0 own 0%,1 own 0%,1.0,$91.00,"0xdC4...d6 ($6,298)",🟢 37%,100% out of 8,-35.2983
13124,2.7,(58) 54 - $4.8k,(3) 2 - $1.7k,15/29.3,36 out of 39,0xD9E...65  (103),$291.00,17 mins,3 mins,453 days ago,Coinbase,51 (135.3 ETH),0 own 0%,10 own 14.4%,1 own 0.9%,2 own 1.2%,,$306.00,"0x4E0...F5 ($3,083)",🟢 34%,50% out of 6,105.8742
58738,5.5,(141) 98 - $37.5k,(33) 25 - $29.5k,0/0,93 out of 130,0x675...11  (5),"$3,510.00",19 mins,5 mins,1 days ago,0x448...56,80 (331.6 ETH),0 own 0%,3 own 3.8%,2 own 2.4%,2 own 2.7%,,$109.00,"0x198...5b ($3,150)",🟢 16%,67% out of 9,112.2311
58638,7.5,(202) 151 - $77.7k,(120) 63 - $67.1k,0/0,1 out of 10,RENOUNCED (14),$188.00,40 mins,36 mins,49 mins ago,0xE3a...6d,97 (359.3 ETH),0 own 0%,6 own 3.8%,1 own 0.5%,4 own 7.8%,,$182.00,"0x796...20 ($4,392)",🟢 22%,59% out of 86,-30.5029
49355,5.6,(654) 466 - $204.8k,(458) 238 - $197.1k,0/0,1.2k out of 2k,RENOUNCED (12),"$13,112.00",1 hrs 34 mins,1 hrs 21 mins,1 hrs ago,FixedFloat,277 (38.9 ETH),1 own 0.3%,2 own 1.5%,5 own 2.3%,0 own 0%,3.0,$547.00,"0x3dF...47 ($3,212)",🟢 29%,100% out of 27,-31.8669
22838,3.0,(60) 58 - $7.1k,(19) 9 - $3.7k,0/6.3,94 out of 307,RENOUNCED (8),"$1,728.00",12 mins,5 mins,1 days ago,Binance,52 (47.2 ETH),0 own 0%,10 own 17.5%,0 own 0%,0 own 0%,1.0,$182.00,"0x62D...df ($10,704)",🟢🟢 45%,93% out of 45,-30.7275
3276,1.8,(0) 0 - $0,(0) 0 - $0,0/0,115 out of 119,0xb37...7D  (19),$0.00,12 hrs 41 mins,0 mins,16 days ago,0x6BA...86,,,,,,1.0,$91.00,"0x2C0...5c ($9,284)",🟢🟢 40%,57% out of 14,132.6086
176601,10.1,,(178) 116 - $88k,1/3.3,106 out of 202,RENOUNCED (42),"$1,651.00",1 hrs 1 mins,58 mins,504 days ago,Binance,221 (86.2 ETH),0 own 0%,20 own 22.8%,1 own 0.3%,0 own 0%,,$182.00,"0xfaf...d8 ($68,801)",🟢 18%,100% out of 9,-38.4143
33828,4.6,(685) 472 - $210.5k,(500) 259 - $204.6k,0/0,1.2k out of 2k,RENOUNCED (12),"$13,113.00",1 hrs 41 mins,1 hrs 28 mins,1 hrs ago,FixedFloat,252 (53.7 ETH),1 own 0.3%,2 own 1.5%,4 own 2.2%,0 own 0%,3.0,$89.00,"joebiden.eth ($26,619)",🟢 21%,100% out of 17,106.3539
390370,34.4,,(63) 42 - $57.8k,0/0,7 out of 11,RENOUNCED (38),$0.00,12 days 3 hrs,10 days 0 hrs,31 days ago,0x8F0...69,290 (35.2 ETH),1 own 0.3%,0 own 0%,14 own 10.2%,0 own 0%,1.0,$911.00,"0x777...3e ($5,447)",🟢 4%,100% out of 12,-31.8798
46741,6.1,(106) 94 - $18.3k,(95) 67 - $18k,4/14.3,0 out of 0 Unique,0x4c0...14  (19),$630.00,1 hrs 38 mins,51 mins,19 hrs ago,Kucoin,108 (95.0 ETH),0 own 0%,8 own 9.8%,4 own 2.1%,0 own 0%,5.0,$364.00,"0x93C...82 ($4,199)",🟢 32%,100% out of 64,-31.8435
39213,4.6,(1346) 676 - $509.1k,(1061) 525 - $502.5k,0/0,21 out of 80,RENOUNCED (14),"$4,759.00",12 hrs 31 mins,12 hrs 0 mins,12 hrs ago,Binance,203 (292.9 ETH),1 own 0.6%,0 own 0%,3 own 0.9%,2 own 1.4%,2.0,$638.00,"0xadB...71 ($7,730)",🟢 28%,100% out of 26,-31.5254
40204,4.1,(121) 115 - $17.3k,(55) 25 - $12.8k,0/4.8,94 out of 307,RENOUNCED (8),"$5,551.00",19 mins,12 mins,1 days ago,Binance,96 (58.2 ETH),0 own 0%,7 own 12%,0 own 0%,0 own 0%,1.0,$365.00,"0xAf7...ce ($12,729)",🟢 26%,91% out of 58,-30.7068
6529,1.8,(2) 2 - $1.4k,(0) 0 - $0,0/0,194 out of 358,RENOUNCED (43),"$1,634.00",3 mins,0 mins,30 days ago,Mexc,3 (11.9 ETH),0 own 0%,1 own 32.1%,0 own 0%,0 own 0%,,$274.00,"0x941...83 ($15,753)",🟢🟢🟢 65%,85% out of 106,-46.1074
29846,3.8,(99) 96 - $8.5k,(14) 7 - $3.4k,0/44.5,50 out of 73,0x9DF...9a  (26),"$3,063.00",2 hrs 22 mins,10 mins,2 hrs ago,Binance,105 (130.4 ETH),0 own 0%,26 own 14.9%,4 own 1.9%,1 own 0.6%,14.0,$182.00,"0x6a8...28 ($4,522)",🟢 31%,98% out of 129,103.594
106313,14.6,,(1052) 598 - $1.4M,0/0,1.2k out of 1.4k,UNKNOWN (8),$207.00,6 hrs 56 mins,6 hrs 55 mins,3 days ago,FixedFloat,247 (970.3 ETH),1 own 0.7%,0 own 0%,3 own 2.3%,4 own 5.5%,,$182.00,"0x342...a3 ($4,225)",🟢 15%,100% out of 13,103.8181
5034,1.5,(15) 14 - $47.1k,(4) 4 - $46.1k,0/0,194 out of 358,RENOUNCED (44),"$1,632.00",3 mins,1 mins,30 days ago,Mexc,10 (76.8 ETH),0 own 0%,1 own 16.1%,0 own 0%,2 own 3.3%,,$182.00,"0xd2f...E7 ($6,748)",🟢 37%,74% out of 393,105.5403
38479,3.3,(165) 114 - $31.4k,(71) 38 - $27.4k,2/1.9,25 out of 30,RENOUNCED (20),"$13,734.00",1 hrs 53 mins,1 hrs 38 mins,10 hrs ago,Binance,86 (120.8 ETH),0 own 0%,9 own 7.3%,2 own 0.2%,2 own 1.3%,8.0,$91.00,"0xdC4...d6 ($6,084)",🟢 38%,100% out of 7,117.596
3446,1.6,(6) 6 - $179.2,(0) 0 - $0,5/29.9,2 out of 3,0xcf1...7D  (4),"$2,549.00",2 mins,0 mins,13 days ago,Kucoin,8 (8.6 ETH),0 own 0%,6 own 5.2%,0 own 0%,0 own 0%,,$62.00,"0x08A...f5 ($6,625)",🟢🟢🟢 61%,100% out of 3,-30.9744
60171,5.0,(265) 228 - $51.8k,(135) 68 - $44.4k,0/3.9,94 out of 307,RENOUNCED (10),"$9,436.00",32 mins,25 mins,1 days ago,Binance,173 (72.9 ETH),0 own 0%,4 own 6.6%,1 own 1.7%,0 own 0%,2.0,$548.00,"charylz.eth ($5,339)",🟢 -48%,100% out of 3,141.4194
5097,1.9,(28) 28 - $813.3,(0) 0 - $0,5/29.9,2 out of 3,0xcf1...7D  (5),"$2,548.00",5 mins,3 mins,13 days ago,Kucoin,28 (36.9 ETH),0 own 0%,6 own 5.2%,0 own 0%,0 own 0%,,$56.00,"0xDB9...2E ($13,640)",🟢 23%,95% out of 111,-33.2691
83225,7.0,(543) 406 - $168.7k,(324) 206 - $157.7k,1/1,106 out of 202,RENOUNCED (42),"$1,654.00",1 hrs 39 mins,1 hrs 36 mins,504 days ago,Binance,222 (60.1 ETH),0 own 0%,17 own 19.1%,1 own 0.3%,0 own 0%,,$731.00,"0xB34...dA ($5,721)",🟢 19%,89% out of 152,-33.4145
4966,1.7,(36) 14 - $890.9,(0) 0 - $0,30/32,15 out of 55,0xB12...d0  (5),$205.00,9 mins,0 mins,13 mins ago,Mexc,,,,,,,$47.00,"0xdC4...d6 ($6,416)",🟢 39%,100% out of 9,-64.3445
6361,1.9,(47) 25 - $1.2k,(0) 0 - $0,30/32.3,15 out of 55,0xB12...d0  (5),$205.00,9 mins,0 mins,13 mins ago,Mexc,56 (35.5 ETH),23 own 15%,35 own 22.2%,2 own 1.4%,0 own 0%,,$246.00,"0xdda...30 ($5,010)",🟢 26%,88% out of 56,-42.5844
27011,3.6,(360) 264 - $89.1k,(201) 122 - $84.4k,0/0,209 out of 473,RENOUNCED (11),"$7,228.00",44 mins,22 mins,49 mins ago,Binance,170 (225.9 ETH),11 own 18.3%,9 own 17.8%,2 own 0.4%,2 own 2.4%,2.0,$100.00,"0⃣7⃣.eth ($5,471)",🟢 12%,95% out of 19,-31.4617
12983,2.4,(88) 83 - $10.5k,(59) 35 - $7.8k,0/0,113 out of 197,RENOUNCED (9),"$4,138.00",17 mins,14 mins,16 hrs ago,Coinbase,49 (45.3 ETH),0 own 0%,11 own 18.3%,0 own 0%,0 own 0%,1.0,$36.00,"0xc13...2f ($3,417)",🟢 16%,100% out of 6,124.25
6285,1.7,(102) 83 - $16.1k,(85) 46 - $14.8k,0/0,1.2k out of 2k,RENOUNCED (8),"$5,876.00",23 mins,19 mins,30 days ago,Binance,42 (42.3 ETH),0 own 0%,4 own 5.1%,0 own 0%,0 own 0%,1.0,$183.00,"0x85E...65 ($3,699)",🟢 29%,100% out of 63,-33.6199
34450,4.0,(371) 268 - $90.9k,(204) 124 - $85.3k,0/0,209 out of 473,RENOUNCED (11),"$7,229.00",46 mins,24 mins,52 mins ago,Binance,171 (222.3 ETH),11 own 18.3%,9 own 17.8%,2 own 0.4%,2 own 2.4%,2.0,$109.00,"0xE3b...ce ($4,170)",🟢 21%,96% out of 25,303.8841
158637,12.4,,(1186) 583 - $930k,0/0,15 out of 59,RENOUNCED (19),"$9,712.00",4 hrs 3 mins,3 hrs 53 mins,4 hrs ago,Mexc,409 (399.3 ETH),1 own 0.5%,1 own 0.2%,4 own 2%,4 own 3%,,"$3,661.00","tehoshi.eth ($61,630)",🟢 29%,100% out of 17,-31.6673
57318,5.4,(149) 111 - $16.4k,(37) 15 - $8.4k,1/1,4 out of 7,RENOUNCED (15),$997.00,1 hrs 7 mins,49 mins,2 hrs ago,SideShift,107 (21.5 ETH),0 own 0%,4 own 1.2%,1 own 0.9%,0 own 0%,,$549.00,"0x7C1...E9 ($3,836)",🟢 12%,100% out of 20,-32.8418
10061,2.2,(397) 275 - $95.3k,(243) 153 - $93.2k,0/0,209 out of 474,RENOUNCED (11),"$7,229.00",56 mins,33 mins,1 hrs ago,Binance,137 (283.2 ETH),2 own 0.4%,0 own 0%,2 own 0.4%,2 own 1.8%,2.0,$54.00,"0⃣7⃣.eth ($5,365)",🟢 12%,95% out of 19,-34.6185
113813,5.3,,(1) 1 - $0,5/14.6,0 out of 0 Unique,0xa74...64  (139),"$4,077.00",1 hrs 6 mins,0 mins,47 days ago,0xB8f...50,33 (23.0 ETH),0 own 0%,3 own 2.1%,1 own 0.1%,0 own 0%,29.0,$183.00,"0xd2f...E7 ($5,616)",🟢 37%,74% out of 395,-31.7944
384732,12.7,,(268) 180 - $173.7k,2/2,8 out of 19,RENOUNCED (24),$534.00,1 hrs 59 mins,1 hrs 52 mins,3 hrs ago,Binance,250 (68.6 ETH),7 own 5%,1 own 0.5%,1 own 0.2%,0 own 0%,4.0,$91.00,"0xFc8...c6 ($3,452)",🟢 30%,100% out of 17,-36.565
14375,2.7,(72) 72 - $7k,(6) 4 - $3.8k,25/49.3,3 out of 5,0x9A7...e7  (7),$673.00,30 mins,22 mins,1 hrs ago,Coinbase,71 (54.9 ETH),0 own 0%,24 own 25.7%,5 own 4.7%,0 own 0%,,$109.00,"0x030...9E ($19,807)",🟢🟢 54%,60% out of 121,209.1942
11573,2.2,(90) 73 - $12.2k,(90) 40 - $10.1k,0/0,98 out of 210,RENOUNCED (12),"$3,422.00",40 mins,22 mins,44 mins ago,FixedFloat,39 (18.7 ETH),0 own 0%,3 own 3%,1 own 0.4%,0 own 0%,1.0,$366.00,"0x266...Af ($17,491)",🟢🟢 50%,93% out of 118,-38.0267
30214,3.5,(141) 112 - $21.8k,(116) 52 - $17.2k,0/0,98 out of 210,RENOUNCED (13),"$3,421.00",44 mins,27 mins,48 mins ago,FixedFloat,67 (34.5 ETH),0 own 0%,3 own 3%,1 own 0.4%,0 own 0%,1.0,$183.00,"0xc36...7B ($3,591)",🟢 38%,100% out of 26,-37.9037
109280,5.3,,(46) 36 - $15.7k,2/2,3 out of 5,RENOUNCED (14),$655.00,46 mins,38 mins,1 hrs ago,Coinbase,106 (52.8 ETH),0 own 0%,17 own 20.5%,5 own 4.6%,0 own 0%,,$549.00,"0xE8E...45 ($13,683)",🟢 11%,100% out of 55,-30.5823
12178,2.5,(59) 55 - $7.7k,(16) 10 - $5k,0/7.8,31 out of 55,RENOUNCED (7),"$4,183.00",16 mins,9 mins,4 days ago,FixedFloat,44 (71.3 ETH),0 own 0%,16 own 30.4%,0 own 0%,0 own 0%,1.0,$183.00,"0xb73...EC ($12,292)",🟢 29%,80% out of 238,-32.3739
45349,4.8,(272) 218 - $46k,(110) 89 - $38.6k,1/1,0 out of 0 Unique,RENOUNCED (17),"$2,051.00",35 mins,22 mins,48 mins ago,Kucoin,146 (66.3 ETH),0 own 0%,16 own 10.4%,4 own 2.1%,0 own 0%,1.0,$183.00,"0x3F1...6F ($4,145)",🟢 21%,82% out of 22,-34.291
47434,4.4,(148) 118 - $24.9k,(119) 52 - $19.1k,0/0,98 out of 210,RENOUNCED (13),"$3,421.00",45 mins,27 mins,49 mins ago,FixedFloat,73 (37.4 ETH),0 own 0%,3 own 3%,1 own 0.4%,0 own 0%,1.0,$91.00,"0xC6A...94 ($7,924)",🟢 1%,75% out of 4,-33.0137
349045,27.1,,(1397) 711 - $1.7M,0/0,1.2k out of 1.4k,UNKNOWN (8),$208.00,11 hrs 11 mins,11 hrs 9 mins,3 days ago,FixedFloat,357 (905.4 ETH),1 own 0.7%,0 own 0%,4 own 2.4%,3 own 4.5%,,"$1,830.00","hongtuchan.eth ($27,181)",🟢 19%,100% out of 21,-34.5309
19554,3.2,(217) 179 - $31.3k,(184) 88 - $27.3k,1/1.1,50 out of 77,RENOUNCED (13),$637.00,1 hrs 7 mins,54 mins,1 hrs ago,Binance,98 (95.1 ETH),0 own 0%,5 own 6.4%,2 own 1.6%,1 own 0.9%,,$183.00,"black-engineer-society.eth ($8,986)",🟢 25%,100% out of 40,-34.0135
724604,18.9,,(1959) 557 - $678.7k,2/2.8,209 out of 474,RENOUNCED (20),"$35,295.00",3 hrs 14 mins,3 hrs 4 mins,3 hrs ago,Binance,656 (283.0 ETH),1 own 0.2%,8 own 1.2%,8 own 0.2%,2 own 1.8%,4.0,$457.00,"0x181...7d ($3,386)",🟢 13%,100% out of 10,100.9681
61738,5.1,(244) 189 - $52.8k,(176) 82 - $45.3k,0/0,98 out of 210,RENOUNCED (13),"$3,421.00",53 mins,36 mins,58 mins ago,FixedFloat,126 (124.3 ETH),1 own 0.6%,3 own 3%,4 own 1.2%,1 own 0.6%,1.0,$146.00,"0x86D...F3 ($5,513)",🟢 8%,100% out of 10,129.2346
85366,4.7,(199) 179 - $44.2k,(74) 54 - $36k,2/2,3 out of 5,RENOUNCED (14),$655.00,49 mins,42 mins,1 hrs ago,Coinbase,136 (57.6 ETH),0 own 0%,16 own 19.5%,4 own 4.1%,0 own 0%,,$549.00,"0x342...a3 ($5,415)",🟢 17%,100% out of 14,100.8029
22955,3.1,(320) 219 - $75.7k,(255) 123 - $71.8k,0/0,98 out of 210,RENOUNCED (13),"$3,422.00",1 hrs 5 mins,48 mins,1 hrs ago,FixedFloat,124 (128.0 ETH),1 own 0.6%,2 own 2%,4 own 1.2%,1 own 0.6%,1.0,$183.00,"0xc36...7B ($3,403)",🟢 35%,100% out of 27,-32.4615
165632,9.7,,(367) 232 - $101.5k,1/1,18 out of 37,RENOUNCED (16),"$1,692.00",22 hrs 27 mins,22 hrs 18 mins,23 hrs ago,Binance,226 (31.0 ETH),0 own 0%,0 own 0%,4 own 6.4%,0 own 0%,,$384.00,"0xeee...d0 ($4,309)",🟢 18%,96% out of 28,-39.9566
29499,3.9,(148) 111 - $21.9k,(99) 64 - $16.7k,2/2,2 out of 4,RENOUNCED (19),"$2,674.00",1 hrs 40 mins,1 hrs 35 mins,2 hrs ago,FixedFloat,56 (48.6 ETH),0 own 0%,1 own 2.7%,0 own 0%,0 own 0%,,$317.00,"0xEC5...d3 ($3,664)",🟢 24%,79% out of 19,108.3847
372735,13.6,,(2139) 610 - $735.3k,2/2.7,209 out of 474,RENOUNCED (21),"$37,116.00",3 hrs 45 mins,3 hrs 34 mins,4 hrs ago,Binance,652 (294.1 ETH),1 own 0.2%,6 own 0.8%,8 own 0.2%,2 own 1.8%,4.0,$36.00,"0xc77...e6 ($6,920)",🟢 14%,91% out of 33,-30.5959
34768,4.2,(111) 91 - $38.7k,(42) 28 - $32.9k,0/0,31 out of 55,RENOUNCED (7),"$4,183.00",22 mins,15 mins,4 days ago,FixedFloat,67 (74.8 ETH),0 own 0%,15 own 27.1%,0 own 0%,0 own 0%,1.0,$457.00,"0x092...a6 ($11,975)",🟢 24%,96% out of 56,101.604
192107,7.2,,(161) 105 - $78.6k,2/2,3 out of 5,RENOUNCED (14),$655.00,1 hrs 12 mins,1 hrs 4 mins,2 hrs ago,Coinbase,192 (56.5 ETH),1 own 0.2%,13 own 15.3%,6 own 3.9%,0 own 0%,,$0.00,"0x7ca...D0 ($3,005)",🟢 23%,92% out of 72,-31.2427
503912,15.8,,(2205) 626 - $748.9k,2/2.3,209 out of 475,RENOUNCED (21),"$37,827.00",4 hrs 1 mins,3 hrs 50 mins,4 hrs ago,Binance,657 (254.7 ETH),1 own 0.2%,6 own 0.8%,11 own 0.5%,1 own 0.8%,4.0,$183.00,"khovu.eth ($4,172)",🟢 11%,100% out of 6,-39.6224
589803,18.8,,(1608) 667 - $725.4k,1/1,1 out of 1,RENOUNCED (19),$266.00,23 hrs 0 mins,22 hrs 49 mins,23 hrs ago,Binance,479 (92.9 ETH),9 own 9%,0 own 0%,10 own 7.6%,1 own 1.2%,4.0,$915.00,"0x3cA...2A ($5,942)",🟢 28%,75% out of 24,-41.1264
